user_id;items;item_id
u1111;citrus fruit;13
u1111;packaged fruit/vegetables;23
u1111;rolls/buns;55
u1111;vinegar;67
u1111;cocoa drinks;101
u1111;specialty chocolate;129
u1112;soda;103
u1112;candy;132
u1113;sausage;1
u1113;root vegetables;19
u1113;rolls/buns;55
u1113;bottled water;102
u1113;white wine;115
u1113;flower (seeds);166
u1114;yogurt;29
u1114;sliced cheese;36
u1114;frozen vegetables;46
u1114;frozen meals;48
u1114;pickled vegetables;88
u1114;coffee;98
u1114;instant coffee;99
u1115;meat;4
u1115;other vegetables;22
u1115;whole milk;24
u1115;yogurt;29
u1115;soft cheese;35
u1115;sliced cheese;36
u1115;domestic eggs;54
u1115;margarine;69
u1115;cat food;95
u1115;pet care;96
u1115;coffee;98
u1115;bottled beer;107
u1115;red/blush wine;116
u1115;dish cleaner;137
u1115;napkins;152
u1115;kitchen towels;157
u1116;red/blush wine;116
u1117;UHT-milk;32
u1117;instant coffee;99
u1118;brown bread;57
u1119;semi-finished bread;60
u1120;whole milk;24
u1120;soda;103
u1120;misc. beverages;104
u1120;shopping bags;167
u1121;cat food;95
u1121;dish cleaner;137
u1121;shopping bags;167
u1122;citrus fruit;13
u1122;tropical fruit;14
u1122;pip fruit;15
u1122;grapes;16
u1122;root vegetables;19
u1122;other vegetables;22
u1122;whole milk;24
u1122;curd;26
u1122;dessert;27
u1122;whipped/sour cream;30
u1122;UHT-milk;32
u1122;frozen vegetables;46
u1122;frozen meals;48
u1122;bottled water;102
u1122;fruit/vegetable juice;105
u1122;specialty chocolate;129
u1122;napkins;152
u1123;citrus fruit;13
u1123;other vegetables;22
u1123;butter;25
u1123;soda;103
u1123;bottled beer;107
u1123;canned beer;108
u1123;waffles;124
u1123;chocolate;127
u1123;seasonal products;133
u1124;meat;4
u1124;other vegetables;22
u1124;packaged fruit/vegetables;23
u1124;cream cheese ;38
u1124;margarine;69
u1124;bottled water;102
u1124;salty snack;119
u1125;rolls/buns;55
u1126;root vegetables;19
u1126;whipped/sour cream;30
u1126;salt;64
u1126;fruit/vegetable juice;105
u1126;salty snack;119
u1127;tropical fruit;14
u1127;other vegetables;22
u1127;whole milk;24
u1127;curd;26
u1127;whipped/sour cream;30
u1127;bottled beer;107
u1128;brown bread;57
u1128;oil;68
u1128;sugar;71
u1128;soda;103
u1128;bottled beer;107
u1129;shopping bags;167
u1130;grapes;16
u1130;brown bread;57
u1130;bottled beer;107
u1130;white wine;115
u1131;ham;3
u1131;tropical fruit;14
u1131;cream cheese ;38
u1131;processed cheese;39
u1131;white bread;56
u1131;candy;132
u1132;root vegetables;19
u1132;skin care;146
u1133;ice cream;51
u1133;misc. beverages;104
u1133;canned beer;108
u1133;napkins;152
u1133;shopping bags;167
u1134;tropical fruit;14
u1134;other vegetables;22
u1134;bottled water;102
u1134;bottled beer;107
u1134;napkins;152
u1135;finished products;5
u1135;other vegetables;22
u1135;soda;103
u1135;fruit/vegetable juice;105
u1136;dessert;27
u1137;sparkling wine;118
u1138;other vegetables;22
u1138;yogurt;29
u1138;oil;68
u1138;dental care;143
u1139;misc. beverages;104
u1140;other vegetables;22
u1140;nut snack;121
u1141;misc. beverages;104
u1142;dessert;27
u1142;yogurt;29
u1142;UHT-milk;32
u1142;soda;103
u1142;canned beer;108
u1142;light bulbs;160
u1143;frankfurter;0
u1143;tropical fruit;14
u1143;cream cheese ;38
u1143;rolls/buns;55
u1143;fruit/vegetable juice;105
u1143;kitchen towels;157
u1143;newspapers;162
u1144;sausage;1
u1144;citrus fruit;13
u1144;pip fruit;15
u1144;yogurt;29
u1144;beverages;31
u1144;sliced cheese;36
u1144;sugar;71
u1144;bottled water;102
u1144;soda;103
u1144;cake bar;125
u1145;meat;4
u1145;citrus fruit;13
u1145;root vegetables;19
u1145;other vegetables;22
u1145;whipped/sour cream;30
u1145;semi-finished bread;60
u1145;salty snack;119
u1146;sausage;1
u1146;yogurt;29
u1146;pastry;58
u1146;margarine;69
u1146;soda;103
u1146;bottled beer;107
u1146;flower (seeds);166
u1147;onions;20
u1148;beef;10
u1148;citrus fruit;13
u1148;onions;20
u1148;herbs;21
u1148;other vegetables;22
u1148;whole milk;24
u1148;yogurt;29
u1148;whipped/sour cream;30
u1148;specialty cheese;42
u1148;brown bread;57
u1148;canned vegetables;86
u1148;bottled water;102
u1148;dish cleaner;137
u1148;abrasive cleaner;138
u1148;hygiene articles;151
u1149;pip fruit;15
u1149;other vegetables;22
u1149;butter;25
u1149;yogurt;29
u1149;whipped/sour cream;30
u1149;brown bread;57
u1149;pastry;58
u1149;fruit/vegetable juice;105
u1149;detergent;134
u1150;ham;3
u1150;hamburger meat;11
u1150;onions;20
u1150;other vegetables;22
u1150;processed cheese;39
u1150;frozen vegetables;46
u1150;domestic eggs;54
u1150;rolls/buns;55
u1150;white bread;56
u1150;cookware;154
u1150;shopping bags;167
u1151;yogurt;29
u1151;newspapers;162
u1152;citrus fruit;13
u1152;grapes;16
u1152;curd;26
u1152;bottled water;102
u1152;waffles;124
u1153;other vegetables;22
u1153;sugar;71
u1154;pork;9
u1154;frozen meals;48
u1154;frozen fish;49
u1154;shopping bags;167
u1155;bathroom cleaner;141
u1156;ham;3
u1156;grapes;16
u1156;spread cheese;40
u1156;ice cream;51
u1156;frozen potato products;53
u1156;white bread;56
u1156;oil;68
u1156;pudding powder;85
u1157;grapes;16
u1157;specialty cheese;42
u1157;pasta;66
u1157;coffee;98
u1157;bottled water;102
u1157;soda;103
u1157;canned beer;108
u1157;brandy;109
u1157;white wine;115
u1158;pastry;58
u1159;citrus fruit;13
u1159;bottled water;102
u1159;red/blush wine;116
u1159;photo/film;163
u1160;photo/film;163
u1161;dessert;27
u1161;white bread;56
u1162;citrus fruit;13
u1162;tropical fruit;14
u1162;pip fruit;15
u1162;long life bakery product;123
u1163;soda;103
u1164;chewing gum;126
u1165;root vegetables;19
u1165;sliced cheese;36
u1165;soda;103
u1165;bottled beer;107
u1166;pork;9
u1166;other vegetables;22
u1167;turkey;8
u1167;whole milk;24
u1167;UHT-milk;32
u1167;fruit/vegetable juice;105
u1168;tropical fruit;14
u1168;other vegetables;22
u1168;soda;103
u1168;candy;132
u1168;shopping bags;167
u1169;sausage;1
u1169;other vegetables;22
u1169;pasta;66
u1169;oil;68
u1169;margarine;69
u1169;coffee;98
u1169;syrup;106
u1169;canned beer;108
u1169;napkins;152
u1169;light bulbs;160
u1169;shopping bags;167
u1170;sausage;1
u1170;meat;4
u1170;other vegetables;22
u1170;brown bread;57
u1170;canned fish;93
u1170;bottled water;102
u1170;canned beer;108
u1170;liquor (appetizer);114
u1170;shopping bags;167
u1171;pork;9
u1171;tropical fruit;14
u1171;other vegetables;22
u1171;dessert;27
u1171;yogurt;29
u1171;roll products ;59
u1171;flour;63
u1171;rice;65
u1171;coffee;98
u1171;bottled water;102
u1171;soda;103
u1171;fruit/vegetable juice;105
u1171;canned beer;108
u1171;salty snack;119
u1172;sausage;1
u1172;citrus fruit;13
u1172;pip fruit;15
u1172;mayonnaise;43
u1172;brown bread;57
u1172;shopping bags;167
u1173;grapes;16
u1173;chocolate;127
u1173;light bulbs;160
u1174;grapes;16
u1174;pastry;58
u1174;salty snack;119
u1174;light bulbs;160
u1174;shopping bags;167
u1175;other vegetables;22
u1175;yogurt;29
u1175;processed cheese;39
u1175;ketchup;75
u1175;bottled water;102
u1175;male cosmetics;144
u1176;pot plants;164
u1177;bottled water;102
u1177;pot plants;164
u1178;prosecco;117
u1178;hygiene articles;151
u1178;pot plants;164
u1179;UHT-milk;32
u1179;soda;103
u1179;dish cleaner;137
u1179;napkins;152
u1180;bottled water;102
u1180;soda;103
u1180;chewing gum;126
u1180;specialty chocolate;129
u1180;candy;132
u1181;rolls/buns;55
u1181;canned fish;93
u1181;canned beer;108
u1182;specialty chocolate;129
u1183;beef;10
u1183;other vegetables;22
u1183;butter milk;28
u1183;yogurt;29
u1183;whipped/sour cream;30
u1183;cream cheese ;38
u1183;white bread;56
u1183;fruit/vegetable juice;105
u1183;bottled beer;107
u1183;chocolate;127
u1184;tropical fruit;14
u1184;pasta;66
u1184;bottled water;102
u1185;beef;10
u1185;root vegetables;19
u1185;other vegetables;22
u1185;butter;25
u1185;yogurt;29
u1185;rolls/buns;55
u1185;flour;63
u1186;rolls/buns;55
u1186;white wine;115
u1187;berries;17
u1187;root vegetables;19
u1187;whipped/sour cream;30
u1187;roll products ;59
u1187;bottled beer;107
u1188;sausage;1
u1188;hamburger meat;11
u1188;whole milk;24
u1188;rolls/buns;55
u1188;oil;68
u1188;pickled vegetables;88
u1188;softener;135
u1188;hygiene articles;151
u1189;chicken;7
u1189;pork;9
u1189;beef;10
u1189;whole milk;24
u1189;curd;26
u1189;whipped/sour cream;30
u1190;sausage;1
u1190;citrus fruit;13
u1190;whole milk;24
u1190;cream cheese ;38
u1190;processed cheese;39
u1190;frozen vegetables;46
u1190;rolls/buns;55
u1190;pastry;58
u1190;fruit/vegetable juice;105
u1190;chewing gum;126
u1191;shopping bags;167
u1192;canned beer;108
u1193;soda;103
u1193;canned beer;108
u1194;yogurt;29
u1194;UHT-milk;32
u1194;rolls/buns;55
u1195;rolls/buns;55
u1195;red/blush wine;116
u1195;newspapers;162
u1196;rolls/buns;55
u1196;coffee;98
u1197;whole milk;24
u1197;brown bread;57
u1198;citrus fruit;13
u1198;root vegetables;19
u1198;other vegetables;22
u1198;whole milk;24
u1198;curd;26
u1198;yogurt;29
u1198;whipped/sour cream;30
u1198;hard cheese;37
u1198;cream cheese ;38
u1198;domestic eggs;54
u1198;flour;63
u1198;rice;65
u1198;oil;68
u1198;margarine;69
u1198;sugar;71
u1199;citrus fruit;13
u1199;tropical fruit;14
u1199;grapes;16
u1199;whole milk;24
u1199;brown bread;57
u1199;pastry;58
u1200;brown bread;57
u1200;chocolate;127
u1201;tropical fruit;14
u1201;other vegetables;22
u1201;whipped/sour cream;30
u1201;UHT-milk;32
u1201;frozen vegetables;46
u1201;oil;68
u1201;margarine;69
u1201;fruit/vegetable juice;105
u1201;kitchen towels;157
u1202;frankfurter;0
u1202;tropical fruit;14
u1202;butter;25
u1202;whipped/sour cream;30
u1202;frozen vegetables;46
u1202;rolls/buns;55
u1202;sugar;71
u1202;baking powder;83
u1202;bottled water;102
u1202;misc. beverages;104
u1202;long life bakery product;123
u1202;newspapers;162
u1203;coffee;98
u1204;ham;3
u1204;rolls/buns;55
u1204;bottled beer;107
u1204;chewing gum;126
u1205;other vegetables;22
u1205;curd;26
u1205;yogurt;29
u1205;pickled vegetables;88
u1205;bottled water;102
u1206;sausage;1
u1206;whole milk;24
u1206;curd;26
u1206;butter milk;28
u1206;whipped/sour cream;30
u1207;pork;9
u1207;whole milk;24
u1207;margarine;69
u1207;soda;103
u1207;canned beer;108
u1207;newspapers;162
u1208;citrus fruit;13
u1208;yogurt;29
u1208;whipped/sour cream;30
u1208;soda;103
u1208;cookware;154
u1209;tropical fruit;14
u1209;whole milk;24
u1209;domestic eggs;54
u1209;pastry;58
u1209;hygiene articles;151
u1210;other vegetables;22
u1210;yogurt;29
u1210;cream cheese ;38
u1211;pork;9
u1211;whole milk;24
u1211;sugar;71
u1211;soda;103
u1211;long life bakery product;123
u1211;chocolate;127
u1212;chicken;7
u1212;pork;9
u1212;pip fruit;15
u1212;other vegetables;22
u1212;whole milk;24
u1212;tidbits;45
u1212;frozen fish;49
u1212;rolls/buns;55
u1212;margarine;69
u1212;baking powder;83
u1212;soda;103
u1212;bottled beer;107
u1212;white wine;115
u1212;waffles;124
u1212;chocolate;127
u1212;candy;132
u1213;root vegetables;19
u1213;whole milk;24
u1213;yogurt;29
u1213;rolls/buns;55
u1213;pot plants;164
u1214;citrus fruit;13
u1214;cake bar;125
u1214;baby cosmetics;148
u1214;shopping bags;167
u1215;fruit/vegetable juice;105
u1216;beef;10
u1216;tropical fruit;14
u1216;whole milk;24
u1216;ice cream;51
u1216;cat food;95
u1217;frankfurter;0
u1217;sausage;1
u1217;liver loaf;2
u1217;ham;3
u1217;chicken;7
u1217;beef;10
u1217;citrus fruit;13
u1217;tropical fruit;14
u1217;root vegetables;19
u1217;other vegetables;22
u1217;whole milk;24
u1217;butter;25
u1217;curd;26
u1217;yogurt;29
u1217;whipped/sour cream;30
u1217;beverages;31
u1217;soft cheese;35
u1217;hard cheese;37
u1217;cream cheese ;38
u1217;mayonnaise;43
u1217;domestic eggs;54
u1217;rolls/buns;55
u1217;roll products ;59
u1217;flour;63
u1217;pasta;66
u1217;margarine;69
u1217;specialty fat;70
u1217;sugar;71
u1217;soups;77
u1217;skin care;146
u1217;hygiene articles;151
u1217;candles;159
u1218;frankfurter;0
u1218;pip fruit;15
u1218;other vegetables;22
u1218;yogurt;29
u1218;spread cheese;40
u1218;rolls/buns;55
u1218;white bread;56
u1218;pastry;58
u1218;coffee;98
u1218;soda;103
u1218;waffles;124
u1218;hygiene articles;151
u1219;beef;10
u1219;hamburger meat;11
u1219;other vegetables;22
u1219;rolls/buns;55
u1219;brown bread;57
u1219;bottled water;102
u1219;soda;103
u1219;bottled beer;107
u1219;canned beer;108
u1220;ham;3
u1220;pork;9
u1220;hamburger meat;11
u1220;pip fruit;15
u1220;other vegetables;22
u1220;whole milk;24
u1220;butter;25
u1220;curd;26
u1220;dessert;27
u1220;butter milk;28
u1220;whipped/sour cream;30
u1220;domestic eggs;54
u1220;brown bread;57
u1220;roll products ;59
u1220;hygiene articles;151
u1221;shopping bags;167
u1222;pork;9
u1222;root vegetables;19
u1222;other vegetables;22
u1222;specialty fat;70
u1222;sugar;71
u1222;baking powder;83
u1222;cat food;95
u1222;salty snack;119
u1222;waffles;124
u1222;shopping bags;167
u1223;condensed milk;33
u1223;bottled water;102
u1223;misc. beverages;104
u1223;bottled beer;107
u1223;bathroom cleaner;141
u1224;chicken;7
u1224;bottled beer;107
u1224;red/blush wine;116
u1224;newspapers;162
u1225;sausage;1
u1225;meat;4
u1225;butter;25
u1225;domestic eggs;54
u1225;cat food;95
u1226;bottled beer;107
u1226;pot plants;164
u1227;chicken;7
u1227;pork;9
u1227;grapes;16
u1227;other vegetables;22
u1227;domestic eggs;54
u1227;rolls/buns;55
u1227;pastry;58
u1227;soda;103
u1227;specialty bar;130
u1228;finished products;5
u1228;other vegetables;22
u1228;whole milk;24
u1228;whipped/sour cream;30
u1228;margarine;69
u1228;cereals;81
u1228;soda;103
u1228;salty snack;119
u1229;pork;9
u1229;beef;10
u1229;citrus fruit;13
u1229;berries;17
u1229;root vegetables;19
u1229;other vegetables;22
u1229;whole milk;24
u1229;yogurt;29
u1229;cream cheese ;38
u1229;vinegar;67
u1229;oil;68
u1229;cat food;95
u1229;specialty chocolate;129
u1229;detergent;134
u1229;dish cleaner;137
u1229;abrasive cleaner;138
u1229;cleaner;139
u1229;hygiene articles;151
u1229;shopping bags;167
u1230;root vegetables;19
u1230;whole milk;24
u1230;yogurt;29
u1230;frozen potato products;53
u1231;domestic eggs;54
u1231;seasonal products;133
u1231;shopping bags;167
u1232;domestic eggs;54
u1232;specialty bar;130
u1232;seasonal products;133
u1232;shopping bags;167
u1233;bottled water;102
u1233;soda;103
u1234;cling film/bags;156
u1235;other vegetables;22
u1235;rolls/buns;55
u1235;bottled water;102
u1235;fruit/vegetable juice;105
u1235;canned beer;108
u1235;whisky;110
u1235;shopping bags;167
u1236;whole milk;24
u1237;sausage;1
u1237;meat;4
u1237;pork;9
u1237;whole milk;24
u1237;butter;25
u1237;whipped/sour cream;30
u1237;frozen vegetables;46
u1237;frozen dessert;52
u1237;white bread;56
u1237;brown bread;57
u1237;pastry;58
u1237;coffee;98
u1238;sausage;1
u1238;mayonnaise;43
u1238;rolls/buns;55
u1238;canned beer;108
u1238;shopping bags;167
u1239;tropical fruit;14
u1239;sliced cheese;36
u1239;domestic eggs;54
u1239;zwieback;61
u1240;frankfurter;0
u1240;beef;10
u1240;tropical fruit;14
u1240;pip fruit;15
u1240;butter;25
u1240;yogurt;29
u1240;dog food;94
u1240;long life bakery product;123
u1240;cookware;154
u1240;newspapers;162
u1241;frozen potato products;53
u1241;pot plants;164
u1242;frankfurter;0
u1242;sausage;1
u1242;packaged fruit/vegetables;23
u1242;soda;103
u1243;frankfurter;0
u1243;other vegetables;22
u1243;zwieback;61
u1244;chicken;7
u1244;tropical fruit;14
u1244;pip fruit;15
u1244;root vegetables;19
u1244;herbs;21
u1244;other vegetables;22
u1244;dessert;27
u1244;yogurt;29
u1244;whipped/sour cream;30
u1244;beverages;31
u1244;brown bread;57
u1244;cat food;95
u1244;shopping bags;167
u1245;tropical fruit;14
u1245;pip fruit;15
u1245;other vegetables;22
u1245;whole milk;24
u1245;napkins;152
u1245;dishes;153
u1245;flower (seeds);166
u1246;bottled beer;107
u1247;citrus fruit;13
u1247;grapes;16
u1247;rolls/buns;55
u1247;pastry;58
u1247;coffee;98
u1247;soda;103
u1248;hamburger meat;11
u1248;pip fruit;15
u1248;whole milk;24
u1248;curd;26
u1248;beverages;31
u1248;brandy;109
u1248;male cosmetics;144
u1248;cookware;154
u1248;shopping bags;167
u1249;chicken;7
u1249;berries;17
u1249;mayonnaise;43
u1249;frozen vegetables;46
u1249;salty snack;119
u1249;newspapers;162
u1250;pork;9
u1251;rolls/buns;55
u1252;bottled water;102
u1253;sausage;1
u1253;tropical fruit;14
u1253;whole milk;24
u1253;yogurt;29
u1253;processed cheese;39
u1253;pastry;58
u1253;margarine;69
u1253;Instant food products;79
u1253;coffee;98
u1253;popcorn;120
u1253;house keeping products;158
u1254;frozen potato products;53
u1254;bottled water;102
u1254;soda;103
u1255;frankfurter;0
u1255;whole milk;24
u1255;whipped/sour cream;30
u1255;curd cheese;41
u1255;domestic eggs;54
u1255;margarine;69
u1255;baking powder;83
u1255;cat food;95
u1255;bottled water;102
u1255;canned beer;108
u1255;candy;132
u1255;napkins;152
u1256;sausage;1
u1256;root vegetables;19
u1256;other vegetables;22
u1256;whole milk;24
u1256;butter;25
u1256;whipped/sour cream;30
u1256;processed cheese;39
u1256;sugar;71
u1256;baking powder;83
u1256;jam;90
u1256;coffee;98
u1256;bottled water;102
u1256;soda;103
u1256;fruit/vegetable juice;105
u1256;salty snack;119
u1256;long life bakery product;123
u1256;candy;132
u1256;napkins;152
u1257;tropical fruit;14
u1257;dessert;27
u1257;sweet spreads;91
u1257;fruit/vegetable juice;105
u1258;bottled beer;107
u1259;bottled beer;107
u1260;rolls/buns;55
u1260;brown bread;57
u1261;citrus fruit;13
u1261;tropical fruit;14
u1261;whole milk;24
u1261;coffee;98
u1262;yogurt;29
u1262;softener;135
u1263;turkey;8
u1263;pork;9
u1263;beef;10
u1263;hamburger meat;11
u1263;tropical fruit;14
u1263;root vegetables;19
u1263;onions;20
u1263;other vegetables;22
u1263;whole milk;24
u1263;butter;25
u1263;butter milk;28
u1263;yogurt;29
u1263;rolls/buns;55
u1263;oil;68
u1263;fruit/vegetable juice;105
u1263;waffles;124
u1263;candy;132
u1264;soda;103
u1264;softener;135
u1265;canned beer;108
u1266;canned beer;108
u1267;sausage;1
u1267;other vegetables;22
u1267;whole milk;24
u1268;pork;9
u1268;root vegetables;19
u1268;whole milk;24
u1268;curd;26
u1268;whipped/sour cream;30
u1268;rolls/buns;55
u1268;white bread;56
u1268;canned vegetables;86
u1268;soda;103
u1268;cleaner;139
u1269;Instant food products;79
u1270;frankfurter;0
u1270;sausage;1
u1270;tropical fruit;14
u1270;whole milk;24
u1270;yogurt;29
u1270;pastry;58
u1270;sugar;71
u1270;bottled water;102
u1270;soda;103
u1270;fruit/vegetable juice;105
u1271;oil;68
u1271;dental care;143
u1271;newspapers;162
u1272;chicken;7
u1272;hamburger meat;11
u1272;other vegetables;22
u1272;rolls/buns;55
u1272;shopping bags;167
u1273;beef;10
u1273;domestic eggs;54
u1273;rolls/buns;55
u1273;flour;63
u1273;candy;132
u1274;dessert;27
u1274;UHT-milk;32
u1274;bottled water;102
u1274;soda;103
u1274;canned beer;108
u1274;chewing gum;126
u1274;softener;135
u1274;shopping bags;167
u1275;pork;9
u1275;citrus fruit;13
u1275;other vegetables;22
u1275;domestic eggs;54
u1275;margarine;69
u1275;canned beer;108
u1276;curd;26
u1276;whipped/sour cream;30
u1276;flour;63
u1276;baking powder;83
u1276;newspapers;162
u1277;chicken;7
u1277;red/blush wine;116
u1278;whipped/sour cream;30
u1279;frankfurter;0
u1279;ham;3
u1279;root vegetables;19
u1279;onions;20
u1279;whole milk;24
u1279;yogurt;29
u1279;rolls/buns;55
u1279;white bread;56
u1279;brown bread;57
u1279;margarine;69
u1280;frankfurter;0
u1280;root vegetables;19
u1280;rolls/buns;55
u1280;pastry;58
u1280;mustard;74
u1280;bottled beer;107
u1280;shopping bags;167
u1281;liver loaf;2
u1281;root vegetables;19
u1281;pet care;96
u1281;waffles;124
u1281;chocolate;127
u1282;pork;9
u1282;root vegetables;19
u1282;onions;20
u1282;other vegetables;22
u1282;whole milk;24
u1282;napkins;152
u1282;shopping bags;167
u1283;frankfurter;0
u1283;liver loaf;2
u1283;turkey;8
u1283;UHT-milk;32
u1283;pasta;66
u1283;waffles;124
u1283;chocolate;127
u1283;dental care;143
u1283;dishes;153
u1284;pork;9
u1284;citrus fruit;13
u1284;root vegetables;19
u1284;other vegetables;22
u1284;whole milk;24
u1284;butter;25
u1284;soda;103
u1284;dishes;153
u1284;newspapers;162
u1284;flower (seeds);166
u1285;pork;9
u1285;tropical fruit;14
u1285;root vegetables;19
u1285;onions;20
u1285;other vegetables;22
u1285;whole milk;24
u1285;butter;25
u1285;whipped/sour cream;30
u1285;soft cheese;35
u1285;sliced cheese;36
u1285;ice cream;51
u1285;semi-finished bread;60
u1285;soda;103
u1285;newspapers;162
u1286;soda;103
u1287;root vegetables;19
u1287;rolls/buns;55
u1287;margarine;69
u1287;soda;103
u1287;bottled beer;107
u1288;whipped/sour cream;30
u1288;beverages;31
u1288;fruit/vegetable juice;105
u1288;chocolate;127
u1289;chocolate;127
u1290;whole milk;24
u1290;frozen vegetables;46
u1290;specialty chocolate;129
u1291;pork;9
u1291;beef;10
u1291;whole milk;24
u1291;curd;26
u1291;rolls/buns;55
u1291;pastry;58
u1292;coffee;98
u1292;shopping bags;167
u1293;rolls/buns;55
u1293;waffles;124
u1294;citrus fruit;13
u1294;other vegetables;22
u1294;whole milk;24
u1294;yogurt;29
u1294;hard cheese;37
u1294;specialty cheese;42
u1294;rolls/buns;55
u1294;flour;63
u1294;cat food;95
u1295;citrus fruit;13
u1295;yogurt;29
u1295;brown bread;57
u1295;pasta;66
u1296;soda;103
u1296;chocolate;127
u1296;specialty chocolate;129
u1296;newspapers;162
u1296;shopping bags;167
u1297;cream cheese ;38
u1297;rolls/buns;55
u1298;soda;103
u1299;chicken;7
u1299;whipped/sour cream;30
u1299;coffee;98
u1299;shopping bags;167
u1300;frozen fish;49
u1301;sausage;1
u1301;meat;4
u1301;chicken;7
u1301;root vegetables;19
u1301;other vegetables;22
u1301;whole milk;24
u1301;salt;64
u1301;salty snack;119
u1302;beef;10
u1302;berries;17
u1302;other vegetables;22
u1302;white bread;56
u1302;shopping bags;167
u1303;ham;3
u1303;whole milk;24
u1303;hard cheese;37
u1303;frozen meals;48
u1303;rolls/buns;55
u1303;rice;65
u1303;soups;77
u1303;baking powder;83
u1303;canned vegetables;86
u1303;bottled beer;107
u1303;female sanitary products;147
u1304;chicken;7
u1304;pork;9
u1304;root vegetables;19
u1304;onions;20
u1304;packaged fruit/vegetables;23
u1304;butter;25
u1304;hard cheese;37
u1304;salt;64
u1304;bottled water;102
u1304;bottled beer;107
u1305;herbs;21
u1305;other vegetables;22
u1305;whole milk;24
u1305;butter;25
u1305;white bread;56
u1305;margarine;69
u1305;misc. beverages;104
u1305;hygiene articles;151
u1305;shopping bags;167
u1306;grapes;16
u1306;root vegetables;19
u1307;tropical fruit;14
u1307;pip fruit;15
u1307;whole milk;24
u1307;chewing gum;126
u1307;chocolate;127
u1308;frankfurter;0
u1308;meat;4
u1308;tropical fruit;14
u1308;berries;17
u1308;other vegetables;22
u1308;whole milk;24
u1308;whipped/sour cream;30
u1308;domestic eggs;54
u1308;margarine;69
u1308;ketchup;75
u1308;misc. beverages;104
u1308;canned beer;108
u1308;salty snack;119
u1309;onions;20
u1309;other vegetables;22
u1309;rolls/buns;55
u1309;salt;64
u1309;chocolate;127
u1309;specialty bar;130
u1309;shopping bags;167
u1310;sausage;1
u1310;organic sausage;6
u1310;citrus fruit;13
u1310;berries;17
u1310;yogurt;29
u1310;whipped/sour cream;30
u1310;domestic eggs;54
u1310;rolls/buns;55
u1310;canned vegetables;86
u1310;salty snack;119
u1310;newspapers;162
u1311;citrus fruit;13
u1311;other vegetables;22
u1311;soft cheese;35
u1311;rolls/buns;55
u1311;pastry;58
u1311;canned beer;108
u1311;newspapers;162
u1312;hamburger meat;11
u1312;pastry;58
u1312;soda;103
u1312;canned beer;108
u1312;detergent;134
u1312;softener;135
u1312;hygiene articles;151
u1312;shopping bags;167
u1313;frankfurter;0
u1313;root vegetables;19
u1313;other vegetables;22
u1313;whole milk;24
u1313;whipped/sour cream;30
u1313;sliced cheese;36
u1313;frozen meals;48
u1313;frozen dessert;52
u1313;flour;63
u1313;sugar;71
u1313;coffee;98
u1313;cleaner;139
u1313;shopping bags;167
u1314;sausage;1
u1314;pork;9
u1315;root vegetables;19
u1315;other vegetables;22
u1315;yogurt;29
u1316;oil;68
u1316;dish cleaner;137
u1316;newspapers;162
u1317;canned beer;108
u1318;newspapers;162
u1319;pip fruit;15
u1319;root vegetables;19
u1319;other vegetables;22
u1319;whole milk;24
u1319;chewing gum;126
u1319;kitchen towels;157
u1320;coffee;98
u1321;red/blush wine;116
u1321;specialty chocolate;129
u1322;onions;20
u1322;vinegar;67
u1322;pet care;96
u1322;specialty bar;130
u1323;frankfurter;0
u1323;berries;17
u1323;other vegetables;22
u1323;whole milk;24
u1323;soft cheese;35
u1323;domestic eggs;54
u1323;rolls/buns;55
u1323;brown bread;57
u1323;pastry;58
u1323;shopping bags;167
u1324;meat;4
u1324;beef;10
u1324;tropical fruit;14
u1324;pip fruit;15
u1324;berries;17
u1324;other vegetables;22
u1324;whole milk;24
u1324;white bread;56
u1324;brown bread;57
u1324;sugar;71
u1324;detergent;134
u1325;whole milk;24
u1325;canned fish;93
u1325;soda;103
u1325;bottled beer;107
u1325;hygiene articles;151
u1325;candles;159
u1326;dessert;27
u1326;dishes;153
u1327;hamburger meat;11
u1327;baking powder;83
u1327;sweet spreads;91
u1328;chewing gum;126
u1328;napkins;152
u1328;dishes;153
u1329;bottled water;102
u1329;fruit/vegetable juice;105
u1329;bottled beer;107
u1329;prosecco;117
u1330;beverages;31
u1330;pastry;58
u1330;long life bakery product;123
u1330;chocolate marshmallow;131
u1331;whole milk;24
u1331;yogurt;29
u1331;frozen meals;48
u1331;sugar;71
u1331;coffee;98
u1331;bottled water;102
u1331;fruit/vegetable juice;105
u1331;bottled beer;107
u1331;salty snack;119
u1332;citrus fruit;13
u1332;pip fruit;15
u1332;grapes;16
u1332;other vegetables;22
u1332;dessert;27
u1332;butter milk;28
u1332;yogurt;29
u1332;domestic eggs;54
u1332;flour;63
u1332;oil;68
u1332;sugar;71
u1332;ketchup;75
u1332;detergent;134
u1332;dish cleaner;137
u1333;tropical fruit;14
u1333;whole milk;24
u1333;hard cheese;37
u1333;rolls/buns;55
u1333;cat food;95
u1333;bottled water;102
u1333;dish cleaner;137
u1334;cat food;95
u1334;soda;103
u1335;whole milk;24
u1335;beverages;31
u1335;pastry;58
u1335;soda;103
u1336;soda;103
u1336;fruit/vegetable juice;105
u1337;sausage;1
u1337;yogurt;29
u1337;salty snack;119
u1338;root vegetables;19
u1338;whole milk;24
u1338;butter;25
u1338;yogurt;29
